ID	site	nation	POINT_X	POINT_Y	type	name	asset_no	caption	date_est	image
3527	TSU NEDEHE TUE 196H	Smith's Landing First Naton	-112.2411356	59.55424203	Water / Wastewater	Testing data: TSU NEDEHE TUE 196H:Water / Wastewater3527	224890-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://tabersolidscontrol.com/wp-content/uploads/2022/05/Water-Treatment.jpg
3528	TSU NEDEHE TUE 196H	Smith's Landing First Naton	-112.2374145	59.55815115	Water / Wastewater	Testing data: TSU NEDEHE TUE 196H:Water / Wastewater3528	562414-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://tabersolidscontrol.com/wp-content/uploads/2022/05/Water-Treatment.jpg
3529	TSU NEDEHE TUE 196H	Smith's Landing First Naton	-112.2586439	59.56366568	Water / Wastewater	Testing data: TSU NEDEHE TUE 196H:Water / Wastewater3529	435301-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://tabersolidscontrol.com/wp-content/uploads/2022/05/Water-Treatment.jpg
3530	TSU NEDEHE TUE 196H	Smith's Landing First Naton	-112.2524033	59.5672013	Water / Wastewater	Testing data: TSU NEDEHE TUE 196H:Water / Wastewater3530	375427-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://tabersolidscontrol.com/wp-content/uploads/2022/05/Water-Treatment.jpg
3531	TSU NEDEHE TUE 196H	Smith's Landing First Naton	-112.2278643	59.57168753	Water / Wastewater	Testing data: TSU NEDEHE TUE 196H:Water / Wastewater3531	153939-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://tabersolidscontrol.com/wp-content/uploads/2022/05/Water-Treatment.jpg
3532	TSU NEDEHE TUE 196H	Smith's Landing First Naton	-112.2400014	59.57440874	Water / Wastewater	Testing data: TSU NEDEHE TUE 196H:Water / Wastewater3532	620495-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://tabersolidscontrol.com/wp-content/uploads/2022/05/Water-Treatment.jpg
3533	COLIN LAKE 223	Mikisew Cree First Nation	-110.1838248	59.58382264	Water / Wastewater	Testing data: COLIN LAKE 223:Water / Wastewater3533	371623-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://tabersolidscontrol.com/wp-content/uploads/2022/05/Water-Treatment.jpg
3534	COLIN LAKE 223	Mikisew Cree First Nation	-110.1773103	59.58391154	Water / Wastewater	Testing data: COLIN LAKE 223:Water / Wastewater3534	317265-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://tabersolidscontrol.com/wp-content/uploads/2022/05/Water-Treatment.jpg
3535	COLIN LAKE 223	Mikisew Cree First Nation	-110.1798067	59.58497983	Water / Wastewater	Testing data: COLIN LAKE 223:Water / Wastewater3535	188181-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://tabersolidscontrol.com/wp-content/uploads/2022/05/Water-Treatment.jpg
3536	COLIN LAKE 223	Mikisew Cree First Nation	-110.1761218	59.58513404	Water / Wastewater	Testing data: COLIN LAKE 223:Water / Wastewater3536	540987-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://tabersolidscontrol.com/wp-content/uploads/2022/05/Water-Treatment.jpg
3537	COLIN LAKE 223	Mikisew Cree First Nation	-110.1778723	59.5856623	Water / Wastewater	Testing data: COLIN LAKE 223:Water / Wastewater3537	107695-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://tabersolidscontrol.com/wp-content/uploads/2022/05/Water-Treatment.jpg
3538	CORNWALL LAKE 224	Mikisew Cree First Nation	-110.5952513	59.60075146	Water / Wastewater	Testing data: CORNWALL LAKE 224:Water / Wastewater3538	865347-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://tabersolidscontrol.com/wp-content/uploads/2022/05/Water-Treatment.jpg
3539	COLIN LAKE 223	Mikisew Cree First Nation	-110.175149	59.58650464	Water / Wastewater	Testing data: COLIN LAKE 223:Water / Wastewater3539	559421-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://tabersolidscontrol.com/wp-content/uploads/2022/05/Water-Treatment.jpg
3540	BISTCHO LAKE 213	Dene Tha' First Nation	-118.4797852	59.63054704	Water / Wastewater	Testing data: BISTCHO LAKE 213:Water / Wastewater3540	778710-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://tabersolidscontrol.com/wp-content/uploads/2022/05/Water-Treatment.jpg
3541	COLIN LAKE 223	Mikisew Cree First Nation	-110.176074	59.58816883	Water / Wastewater	Testing data: COLIN LAKE 223:Water / Wastewater3541	511903-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://tabersolidscontrol.com/wp-content/uploads/2022/05/Water-Treatment.jpg
3542	BISTCHO LAKE 213	Dene Tha' First Nation	-118.4676573	59.63151648	Water / Wastewater	Testing data: BISTCHO LAKE 213:Water / Wastewater3542	692491-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://tabersolidscontrol.com/wp-content/uploads/2022/05/Water-Treatment.jpg
3543	BISTCHO LAKE 213	Dene Tha' First Nation	-118.472345	59.63195231	Water / Wastewater	Testing data: BISTCHO LAKE 213:Water / Wastewater3543	280713-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://tabersolidscontrol.com/wp-content/uploads/2022/05/Water-Treatment.jpg
3544	CORNWALL LAKE 224	Mikisew Cree First Nation	-110.5978046	59.60457653	Water / Wastewater	Testing data: CORNWALL LAKE 224:Water / Wastewater3544	742687-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://tabersolidscontrol.com/wp-content/uploads/2022/05/Water-Treatment.jpg
3545	CORNWALL LAKE 224	Mikisew Cree First Nation	-110.6040945	59.60512562	Water / Wastewater	Testing data: CORNWALL LAKE 224:Water / Wastewater3545	714032-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://tabersolidscontrol.com/wp-content/uploads/2022/05/Water-Treatment.jpg
3546	CORNWALL LAKE 224	Mikisew Cree First Nation	-110.597047	59.605355	Water / Wastewater	Testing data: CORNWALL LAKE 224:Water / Wastewater3546	213014-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://tabersolidscontrol.com/wp-content/uploads/2022/05/Water-Treatment.jpg
3547	CORNWALL LAKE 224	Mikisew Cree First Nation	-110.5996194	59.60625774	Water / Wastewater	Testing data: CORNWALL LAKE 224:Water / Wastewater3547	883196-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://tabersolidscontrol.com/wp-content/uploads/2022/05/Water-Treatment.jpg
3548	BISTCHO LAKE 213	Dene Tha' First Nation	-118.4356184	59.63606377	Water / Wastewater	Testing data: BISTCHO LAKE 213:Water / Wastewater3548	627196-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://tabersolidscontrol.com/wp-content/uploads/2022/05/Water-Treatment.jpg
3549	BISTCHO LAKE 213	Dene Tha' First Nation	-118.4507156	59.64046965	Water / Wastewater	Testing data: BISTCHO LAKE 213:Water / Wastewater3549	539503-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://tabersolidscontrol.com/wp-content/uploads/2022/05/Water-Treatment.jpg
3550	BISTCHO LAKE 213	Dene Tha' First Nation	-118.4433202	59.64240062	Water / Wastewater	Testing data: BISTCHO LAKE 213:Water / Wastewater3550	882805-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://tabersolidscontrol.com/wp-content/uploads/2022/05/Water-Treatment.jpg
3551	BISTCHO LAKE 213	Dene Tha' First Nation	-118.4418953	59.64669405	Water / Wastewater	Testing data: BISTCHO LAKE 213:Water / Wastewater3551	683558-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://tabersolidscontrol.com/wp-content/uploads/2022/05/Water-Treatment.jpg
3552	JACKFISH POINT 214	Dene Tha' First Nation	-118.6044817	59.66946106	Water / Wastewater	Testing data: JACKFISH POINT 214:Water / Wastewater3552	105363-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://tabersolidscontrol.com/wp-content/uploads/2022/05/Water-Treatment.jpg
3553	JACKFISH POINT 214	Dene Tha' First Nation	-118.6009052	59.67050915	Water / Wastewater	Testing data: JACKFISH POINT 214:Water / Wastewater3553	170603-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://tabersolidscontrol.com/wp-content/uploads/2022/05/Water-Treatment.jpg
3554	JACKFISH POINT 214	Dene Tha' First Nation	-118.6007606	59.67225443	Water / Wastewater	Testing data: JACKFISH POINT 214:Water / Wastewater3554	591794-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://tabersolidscontrol.com/wp-content/uploads/2022/05/Water-Treatment.jpg
3555	JACKFISH POINT 214	Dene Tha' First Nation	-118.5901608	59.67385092	Water / Wastewater	Testing data: JACKFISH POINT 214:Water / Wastewater3555	880257-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://tabersolidscontrol.com/wp-content/uploads/2022/05/Water-Treatment.jpg
3556	JACKFISH POINT 214	Dene Tha' First Nation	-118.5935487	59.67523656	Water / Wastewater	Testing data: JACKFISH POINT 214:Water / Wastewater3556	602988-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://tabersolidscontrol.com/wp-content/uploads/2022/05/Water-Treatment.jpg
3557	JACKFISH POINT 214	Dene Tha' First Nation	-118.5957877	59.67719917	Water / Wastewater	Testing data: JACKFISH POINT 214:Water / Wastewater3557	514564-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://tabersolidscontrol.com/wp-content/uploads/2022/05/Water-Treatment.jpg
3558	HOKEDHE TUE 196E	Smith's Landing First Naton	-111.2995094	59.67703005	Water / Wastewater	Testing data: HOKEDHE TUE 196E:Water / Wastewater3558	683808-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://tabersolidscontrol.com/wp-content/uploads/2022/05/Water-Treatment.jpg
3559	HOKEDHE TUE 196E	Smith's Landing First Naton	-111.2929564	59.67916603	Water / Wastewater	Testing data: HOKEDHE TUE 196E:Water / Wastewater3559	202045-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://tabersolidscontrol.com/wp-content/uploads/2022/05/Water-Treatment.jpg
3560	HOKEDHE TUE 196E	Smith's Landing First Naton	-111.2891884	59.68354864	Water / Wastewater	Testing data: HOKEDHE TUE 196E:Water / Wastewater3560	465075-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://tabersolidscontrol.com/wp-content/uploads/2022/05/Water-Treatment.jpg
3561	HOKEDHE TUE 196E	Smith's Landing First Naton	-111.2980318	59.6866815	Water / Wastewater	Testing data: HOKEDHE TUE 196E:Water / Wastewater3561	387008-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://tabersolidscontrol.com/wp-content/uploads/2022/05/Water-Treatment.jpg
3562	HOKEDHE TUE 196E	Smith's Landing First Naton	-111.2809368	59.68790368	Water / Wastewater	Testing data: HOKEDHE TUE 196E:Water / Wastewater3562	581082-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://tabersolidscontrol.com/wp-content/uploads/2022/05/Water-Treatment.jpg
3563	HOKEDHE TUE 196E	Smith's Landing First Naton	-111.3049945	59.68986564	Water / Wastewater	Testing data: HOKEDHE TUE 196E:Water / Wastewater3563	815875-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://tabersolidscontrol.com/wp-content/uploads/2022/05/Water-Treatment.jpg
3564	TSU KADHE 196F	Smith's Landing First Naton	-111.1151981	59.73677438	Water / Wastewater	Testing data: TSU KADHE 196F:Water / Wastewater3564	104900-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://tabersolidscontrol.com/wp-content/uploads/2022/05/Water-Treatment.jpg
3565	TSU KADHE 196F	Smith's Landing First Naton	-111.0976766	59.73880354	Water / Wastewater	Testing data: TSU KADHE 196F:Water / Wastewater3565	241983-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://tabersolidscontrol.com/wp-content/uploads/2022/05/Water-Treatment.jpg
3566	TSU KADHE 196F	Smith's Landing First Naton	-111.1235348	59.7400079	Water / Wastewater	Testing data: TSU KADHE 196F:Water / Wastewater3566	616065-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://tabersolidscontrol.com/wp-content/uploads/2022/05/Water-Treatment.jpg
3567	TSU KADHE 196F	Smith's Landing First Naton	-111.1033514	59.7419334	Water / Wastewater	Testing data: TSU KADHE 196F:Water / Wastewater3567	479200-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://tabersolidscontrol.com/wp-content/uploads/2022/05/Water-Treatment.jpg
3568	TSU KADHE 196F	Smith's Landing First Naton	-111.0907086	59.74633872	Water / Wastewater	Testing data: TSU KADHE 196F:Water / Wastewater3568	349857-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://tabersolidscontrol.com/wp-content/uploads/2022/05/Water-Treatment.jpg
3569	TSU KADHE 196F	Smith's Landing First Naton	-111.1205179	59.74875523	Water / Wastewater	Testing data: TSU KADHE 196F:Water / Wastewater3569	104184-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://tabersolidscontrol.com/wp-content/uploads/2022/05/Water-Treatment.jpg
3570	TTHE JERE GHAILI 196B	Smith's Landing First Naton	-111.9217792	59.81456136	Water / Wastewater	Testing data: TTHE JERE GHAILI 196B:Water / Wastewater3570	612954-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://tabersolidscontrol.com/wp-content/uploads/2022/05/Water-Treatment.jpg
3571	TTHE JERE GHAILI 196B	Smith's Landing First Naton	-111.9555758	59.81786607	Water / Wastewater	Testing data: TTHE JERE GHAILI 196B:Water / Wastewater3571	723701-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://tabersolidscontrol.com/wp-content/uploads/2022/05/Water-Treatment.jpg
3572	TTHE JERE GHAILI 196B	Smith's Landing First Naton	-111.9069141	59.8175645	Water / Wastewater	Testing data: TTHE JERE GHAILI 196B:Water / Wastewater3572	810917-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://tabersolidscontrol.com/wp-content/uploads/2022/05/Water-Treatment.jpg
3573	TTHE JERE GHAILI 196B	Smith's Landing First Naton	-111.8929348	59.81884273	Water / Wastewater	Testing data: TTHE JERE GHAILI 196B:Water / Wastewater3573	774654-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://tabersolidscontrol.com/wp-content/uploads/2022/05/Water-Treatment.jpg
3574	TTHE JERE GHAILI 196B	Smith's Landing First Naton	-111.9452026	59.82091929	Water / Wastewater	Testing data: TTHE JERE GHAILI 196B:Water / Wastewater3574	139172-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://tabersolidscontrol.com/wp-content/uploads/2022/05/Water-Treatment.jpg
3575	TTHE JERE GHAILI 196B	Smith's Landing First Naton	-111.9011977	59.82176409	Water / Wastewater	Testing data: TTHE JERE GHAILI 196B:Water / Wastewater3575	404700-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://tabersolidscontrol.com/wp-content/uploads/2022/05/Water-Treatment.jpg
3576	TTHE JERE GHAILI 196B	Smith's Landing First Naton	-111.869856	59.82244057	Water / Wastewater	Testing data: TTHE JERE GHAILI 196B:Water / Wastewater3576	213794-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://tabersolidscontrol.com/wp-content/uploads/2022/05/Water-Treatment.jpg
3577	THEBATHI 196	Smith's Landing First Naton	-111.6299833	59.83708289	Water / Wastewater	Testing data: THEBATHI 196:Water / Wastewater3577	138022-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://tabersolidscontrol.com/wp-content/uploads/2022/05/Water-Treatment.jpg
3578	THEBATHI 196	Smith's Landing First Naton	-111.6480167	59.84962057	Water / Wastewater	Testing data: THEBATHI 196:Water / Wastewater3578	771665-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://tabersolidscontrol.com/wp-content/uploads/2022/05/Water-Treatment.jpg
3579	LI DEZE 196C	Smith's Landing First Naton	-111.5822317	59.85465646	Water / Wastewater	Testing data: LI DEZE 196C:Water / Wastewater3579	817168-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://tabersolidscontrol.com/wp-content/uploads/2022/05/Water-Treatment.jpg
3580	LI DEZE 196C	Smith's Landing First Naton	-111.5645608	59.86403571	Water / Wastewater	Testing data: LI DEZE 196C:Water / Wastewater3580	145256-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://tabersolidscontrol.com/wp-content/uploads/2022/05/Water-Treatment.jpg
3581	THEBATHI 196	Smith's Landing First Naton	-111.5929458	59.86937536	Water / Wastewater	Testing data: THEBATHI 196:Water / Wastewater3581	547918-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://tabersolidscontrol.com/wp-content/uploads/2022/05/Water-Treatment.jpg
3582	LI DEZE 196C	Smith's Landing First Naton	-111.520418	59.8687985	Water / Wastewater	Testing data: LI DEZE 196C:Water / Wastewater3582	759525-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://tabersolidscontrol.com/wp-content/uploads/2022/05/Water-Treatment.jpg
3583	LI DEZE 196C	Smith's Landing First Naton	-111.5640398	59.8723038	Water / Wastewater	Testing data: LI DEZE 196C:Water / Wastewater3583	191111-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://tabersolidscontrol.com/wp-content/uploads/2022/05/Water-Treatment.jpg
